Lg,Tox,Dop_LDD,Dop_psub,Cit,mumax,index
0.09885890417768572, 0.0008566567950553074, 6.948302531032181e+18, 3.4706760979478815e+18, 91820483927.39612, 358.0841969014833, 229
0.09705441452309341, 0.0005234190861268745, 5.160816666875996e+18, 8.586367729237332e+18, 6528134839.512767, 875.5573404807529, 850
0.05044277152170033, 0.0005801475271104961, 1.9479512147841523e+18, 8.983745793942694e+18, 2394619900.6817236, 333.40583189111976, 173
0.08057469269612734, 0.000983351422441674, 6.249951385168901e+18, 7.990528039520716e+18, 78725381236.07922, 514.0073687653744, 196
0.07377408475751057, 0.0007880212184505613, 2.041373108181099e+18, 7.922262421508704e+18, 6121476361.103102, 893.4767026386504, 12
0.07556329846322465, 0.0005867951066315507, 6.300772780223419e+18, 2.1487256952922714e+18, 48013196651.351456, 377.3413633539347, 981
0.09061669367271612, 0.0007707079616245099, 8.113856916131525e+18, 5.007299327080516e+18, 16315896885.45597, 318.43308287909787, 15
0.05591929810155784, 0.0006918165211652453, 7.326092727765839e+18, 4.822654500907002e+18, 17330028744.39495, 390.1333054574984, 926
0.056953593405721765, 0.000633628682280019, 6.932037718065757e+18, 8.88853299399596e+18, 17156609096.895512, 682.9203722690046, 835
0.08919174003790695, 0.0005152821953757319, 7.739063424098217e+18, 7.977819642772292e+18, 72381740057.01494, 396.8440894434659, 391
0.057581794438020945, 0.000910722602514965, 4.94072019452697e+18, 2.2450434693697408e+18, 51219606292.915375, 271.7853295821975, 751
0.0680771091683831, 0.0009688027411719636, 2.5077500829553546e+18, 5.474499576591852e+18, 21734412444.29105, 261.95257485301056, 792
0.07675174991626174, 0.000710454323171009, 9.190619708590318e+18, 6.665407932121739e+18, 22786446058.00956, 282.21053884261954, 208
0.06907765562550681, 0.0007745510151018952, 8.744720442876838e+18, 1.3694230553425956e+18, 57351899115.162964, 970.5011387907647, 156
0.05151706742801643, 0.0009386214338497029, 1.6873385160833623e+18, 6.011685054223316e+18, 25101818764.8619, 201.6900013776105, 459
0.06245683683599998, 0.0008620005239645555, 6.755577690505774e+18, 8.285400475582552e+18, 36347337710.37692, 789.0894994723886, 949
0.08266182767213996, 0.0006880260029719641, 4.01274866003185e+18, 1.7138455221733243e+18, 75909361029.52264, 436.0471179011104, 963
0.09539626358850825, 0.0007951239443717423, 3.263267032183306e+18, 7.200299848817634e+18, 23789058022.753265, 544.1028523021166, 347
0.07938121367054471, 0.0005130964617495451, 6.346128579797948e+18, 2.6641081767010176e+18, 33189709093.308723, 847.4289339094877, 484
0.0970921606308192, 0.0008764083381507014, 4.391951099973938e+18, 4.120080350419007e+18, 2526823417.6865664, 945.070375344214, 907
0.052477345080256, 0.0006234412430506498, 5.088452618815494e+18, 2.740227392727585e+18, 28840134962.655235, 833.1880369924963, 831
0.0655261558475433, 0.0007218369438838637, 9.820943131615877e+18, 4.28034361997071e+18, 14612258704.324564, 787.0101614447844, 99
0.08450083125279288, 0.0005652174637674446, 1.1020540422517684e+18, 4.121757520954509e+18, 26820086317.880417, 580.1749905954377, 784
0.09452897202344347, 0.0006047506191033073, 3.7793678798143713e+18, 3.3093187699884826e+18, 16935349716.66532, 519.8882750450662, 941
0.08231570231303753, 0.0007072438827522949, 6.571648278430034e+18, 7.24462694248521e+18, 43717976714.44117, 258.0107482599452, 369
0.0951404728569861, 0.000962883183321039, 8.770771680189387e+18, 2.8930315367141166e+18, 97689043121.13022, 121.47510113587389, 570
0.08330991391944166, 0.0006652907162005995, 9.26075213700991e+18, 8.95393401983665e+18, 30516386796.79464, 180.8705573212253, 873
0.09109988624321319, 0.0006165008276932001, 4.753126888324153e+18, 1.2662276835383775e+18, 58208201957.80257, 447.03994360877283, 496
0.0815198024276931, 0.0007735884686510875, 4.130958892103599e+18, 7.30382760954347e+18, 41183063026.54381, 266.3764378093052, 918
0.05038751830022807, 0.0005195391833696691, 9.093606411256418e+18, 3.9135535128976e+18, 68038670724.35428, 868.9601996303917, 639
0.09117698120859917, 0.0006616164285834072, 8.63286141225124e+18, 2.540491250450232e+18, 39213827019.64931, 898.5809201172624, 246
0.06752313806421376, 0.0007924011331804678, 7.919381933043082e+18, 5.983139184348212e+18, 63379349216.462425, 949.2729749322003, 658
0.0711906709335272, 0.0007799592933175929, 9.677516305311597e+18, 5.956852815434364e+18, 9030240648.221584, 846.1345741496323, 619
0.07905425084633859, 0.0008255307076997622, 3.1298770546963405e+18, 5.770196796079217e+18, 18155735232.789875, 761.8198413947188, 335
0.06966731450944785, 0.000830908324217705, 3.335912775563176e+18, 5.254130066326788e+18, 75496650078.93755, 692.5690879430424, 704
0.0850404383541187, 0.0007662723649331176, 4.2989703357971026e+18, 6.998673717623804e+18, 66540475153.54937, 332.3023283908358, 558
0.08023333816484002, 0.0007895262391903887, 9.772110494458933e+18, 6.221525124879741e+18, 30117974767.727505, 423.61746303319387, 225
0.08276986982898119, 0.0008359727323059713, 7.424436514633937e+18, 4.941204234665703e+18, 57910873331.36805, 432.922389024997, 149
0.08546654088531594, 0.0007916608300452103, 6.220441952564311e+18, 5.913793083730941e+18, 50540007731.7807, 183.981804128444, 855
0.07471276686131507, 0.0009442894111693633, 8.56721010234628e+18, 4.059135312403272e+18, 28337550850.79283, 867.0430472027923, 550
0.08892886362733754, 0.0007570757114839402, 8.27361433902723e+18, 5.852914539671685e+18, 14236675505.176472, 943.178621570183, 902
0.054347551218213816, 0.0009391580354116626, 6.905812624952408e+18, 9.71309479015544e+18, 27465030733.847492, 856.3751006771366, 534
0.09590815007144221, 0.0007341704721819855, 6.509389783838778e+18, 9.630868954868298e+18, 4126833616.815493, 115.80448211143761, 856
0.08598382456097609, 0.0009381529048877696, 1.9143104016498094e+18, 2.3135778454266025e+18, 4840534260.320206, 453.21684165969646, 148
0.0995815953552461, 0.0009758547441220069, 6.318652868179262e+18, 7.537658788694829e+18, 55329056024.511246, 134.62652504529547, 927
0.08050517617720461, 0.0007121726424367023, 7.275941149954678e+18, 9.161685790552542e+18, 70598228499.46646, 848.9763188004924, 975
0.06197104948308062, 0.00056470851715195, 1.3578945633107515e+18, 4.564798071191897e+18, 13116171412.180496, 133.67674558546616, 366
0.05654122146204916, 0.0005610748118642422, 4.805796070617092e+18, 5.81920453499779e+18, 25309223063.15844, 826.1968171570779, 415
0.08539285738632046, 0.0006481976038109638, 9.072320826499859e+18, 7.608409660812601e+18, 64656207839.77867, 733.696401241685, 388
0.08339544992754586, 0.0006939691117801598, 8.254314838382986e+18, 4.259007360830984e+18, 3021837117.635941, 681.7170257064269, 761
0.08485171030471722, 0.0009530902670644072, 9.263712519267465e+18, 4.724819091199365e+18, 34001223869.49612, 782.7646132435607, 266
0.08721986404976051, 0.0007619772065148892, 1.4233522369952904e+18, 9.99831619488501e+18, 35519737335.591225, 604.0998800309069, 154
0.09888457829702488, 0.0008438195957533392, 9.248752000610427e+18, 5.622384212256007e+18, 31535979561.98539, 527.9136218447101, 688
0.08864946695843123, 0.0005242328833572921, 7.500398486044234e+18, 7.552198361149084e+18, 71739800613.64479, 635.1830714211767, 1001
0.06430782809995553, 0.0005433551089128522, 9.787661265258656e+18, 1.8964052381875873e+18, 56323993392.22934, 926.5372156735767, 998
0.06850245761480797, 0.000522743642020228, 2.2911914753987679e+18, 5.893010191027161e+18, 70749514305.14857, 660.8977874532807, 257
0.06881404261345113, 0.0009234607799397257, 9.40455911375455e+18, 6.723461955945141e+18, 42848889448.92721, 837.1354093067308, 333
0.0562706860297787, 0.0008978922126231931, 1.2555547143190198e+18, 9.864591947588682e+18, 17637127537.72965, 804.2129863405041, 718
0.08852239747297244, 0.000918749535808475, 5.64790410423237e+18, 3.1343596220222725e+18, 33602698680.290424, 238.93851998157982, 878
0.05079799430510868, 0.0007942551945991673, 3.2046438069146824e+18, 1.870058480703845e+18, 28580086480.739796, 270.45809957471647, 846
0.06694698799671424, 0.0009784916717480124, 1.3844374598390953e+18, 2.8024663281546527e+18, 82534397901.6851, 950.5326706298091, 104
0.05889623675526144, 0.000726488153919544, 8.123715655926791e+18, 3.2590158669023877e+18, 49342986420.62161, 138.39159784088187, 622
0.060652580839309224, 0.0007954393860086766, 9.277115152115347e+18, 1.1140311845202179e+18, 14101513929.203716, 538.6614630195388, 118
0.05028063113674818, 0.000610312484915628, 1.0575606635661094e+18, 7.449319438527507e+18, 80366005270.01976, 625.5484875413625, 625
0.07542231410760063, 0.0006423072249782479, 6.824680422270729e+18, 3.9006540171087693e+18, 11198975483.173536, 485.5161474846794, 898
0.07838545594036593, 0.0007503393401448039, 2.025057503180782e+18, 4.151964976419274e+18, 18100006659.060165, 831.4822881268713, 289
0.08886804556112847, 0.0006440674242706292, 6.165646618229845e+18, 8.902052248858865e+18, 14676550380.469309, 740.8872637448736, 864
0.09319529383284958, 0.0006476476245326304, 3.574594292530366e+18, 5.078263167618192e+18, 23275514013.42579, 867.9212096479473, 653
0.05448258158843111, 0.0007838645129796688, 1.1833257657603203e+18, 4.715310642271975e+18, 37934744715.41616, 728.8715775923104, 386
0.0686661341309062, 0.0005570549450367715, 9.293138318605664e+18, 2.586928533600375e+18, 50066803006.2619, 354.9856495440687, 393
0.07926242517091112, 0.0007055537812513677, 6.634713710278075e+18, 7.884607160901494e+18, 60909449137.69478, 335.7945886464172, 472
0.0607071186578838, 0.0006878756811855986, 1.084524173227695e+18, 7.802509864075052e+18, 72851231301.35243, 475.27415645353074, 719
0.05105093211698582, 0.0005889428605402411, 7.781779474887808e+18, 5.902470408529382e+18, 69951372459.0701, 447.69971465272044, 971
0.08003216220381679, 0.0006624020113717979, 5.461609187394297e+18, 6.81969120074223e+18, 49638512552.02628, 755.970066983885, 885
0.07834453216924536, 0.0009522969150561557, 4.706326292431668e+18, 8.471389299153368e+18, 42340731537.58429, 336.74231067783694, 295
0.06804287472449441, 0.0008950382471230214, 9.535313929277286e+18, 9.128929991799198e+18, 6847843294.620707, 760.4620212030828, 587
